Āfrika	Африка
Levočas apriņķis	Левоча (район)
Medzilaborces apriņķis	Медзилаборце (район)
Sninas apriņķis	Снина (район)
Považska Bistricas apriņķis	Поважска-Бистрица (район)
Humennes apriņķis	Гуменне (район)
Hokejs 1984. gada Ziemas Olimpiskajās spēlēs	Хоккей на зимних Олимпийских играх 1984
Efedra	Хвойник
Natrona ezers	Натрон
Kvadrantīdas	Квадрантиды
Jesenīkas apriņķis	Есеник (район)
Pardubices apriņķis	Пардубице (район)
Opavas apriņķis	Опава (район)
Pršerovas apriņķis	Пршеров (район)
Hrudimas apriņķis	Хрудим (район)
Šumperkas apriņķis	Шумперк (район)
Laukveida bombardēšana	Ковровые бомбардировки
Popular	Popular
Solaris Bus & Coach	Solaris Bus & Coach
Ceļojošais bruņinieks (2008. gada seriāls)	Рыцарь дорог (телесериал, 2008)
Stenfordas zaķis	Стенфордский кролик
Tatra T3	Tatra T3
Hokejs 1988. gada Ziemas Olimpiskajās spēlēs	Хоккей на зимних Олимпийских играх 1988
2011. gads sportā	2011 год в спорте
Rockefeller Street	Rockefeller Street (песня)
InnoDB	InnoDB
Piltene	Пилтене
Ford Orion	Ford Orion
Kuritibas "Parana"	Парана (футбольный клуб)
Sojuz TMA-19	Союз ТМА-19
Melnkalnes administratīvais iedalījums	Административное деление Черногории
Ļeņina smaile	Пик Ленина
Jūrasgovju dzimta	Дюгоневые
Lode	Шар
Mario Kart Wii	Mario Kart Wii
Vidusamerikas kakomiclijs	Центральноамериканский какомицли
Islands	Islands (альбом King Crimson)
Fun	Fun
Kanādas premjerministri	Премьер-министр Канады
Rumānijas prezidents	Президент Румынии
Latvijas dzelzceļi	Железнодорожный транспорт в Латвии
Liturģiskā valoda	Язык богослужения
Uriāls	Уриал
Portofransē	Порт-о-Франсэ
ISO 216	ISO 216
PSRS vadītāji	Список руководителей СССР
Arheoloģiskais piemineklis	Археологический памятник
Bījīkčekmedžes rajons	Бююкчекмедже
Champ Car	Champ Car
Mirtejas jūra	Миртойское море
Nokia 1110	Nokia 1110
Nokia 1011	Nokia 1011
Frakcionētā destilācija	Фракционированная конденсация
Oreola efekts	Гало-эффект
Elku pielūgšana	Идолопоклонство
Dunajeca	Дунаец
Silent Hill: Origins	Silent Hill: Origins
Sojuz TMA-14	Союз ТМА-14
Speak to Me	Speak to Me (песня Pink Floyd)
Pāvilosta	Павилоста
Seven Seas of Rhye	Seven Seas of Rhye
Stobra bremze	Дульный тормоз
Durbe	Дурбе
Smiltene	Смилтене
Saulkrasti	Саулкрасты
Brocēni	Броцены
Strausveidīgie	Страусообразные
I Wanna	I Wanna
NEOSSat	NEOSSat
Lotto-Belisol	Lotto Soudal
Brovari	Бровары
Voshod (kosmosa kuģis)	Восход (космический корабль)
Afrikāneri	Африканеры
Ostrova Mazovecka	Острув-Мазовецка
Gižicko	Гижицко
Slavkova	Славкув
Augšējais loceklis	Рука
Mežonīgās medības	Дикая охота
Tranquility (SKS)	Спокойствие (модуль МКС)
Sabiedrības noslāņošanās	Теория социальной стратификации
Karakačani	Каракачаны
Zvaigznes tipa tīkls	Звезда (топология компьютерной сети)
Puspērtiķi	Полуобезьяны
Kipras prezidenti	Президент Республики Кипр
Fizionomija	Физиогномика
Vranova pie Topļas	Вранов-над-Топлёу
PSKP CK politbirojs	Политбюро ЦК КПСС
Ford Crown Victoria	Ford Crown Victoria
Handlova	Гандлова
Django (tīmekļa ietvars)	Django
BIM	BIM
Krompahi	Кромпахи
Mustvē	Муствеэ
Veļke Kapušani	Вельке-Капушаны
Gelnica	Гелница
MG-3	MG3
Ohne dich	Ohne dich
Ābrahams Simpsons	Абрахам Симпсон
Ilgu tramvajs	Трамвай «Желание»
Ulama spirāle	Скатерть Улама
Naudas piedāvājums	Денежная масса
Fearless	Fearless (альбом)
2013. gada Pasaules čempionāts vieglatlētikā	Чемпионат мира по лёгкой атлетике 2013
Aizkraukles rajons	Айзкраукльский район
Ford Ka	Ford Ka
Skeitbordings	Скейтбординг
NBA finālsērija	Финал НБА
Krievijas premjerministrs	Председатель Правительства Российской Федерации
Sečuras zorro	Секуранская лисица
Ķīmisko ieroču aizlieguma organizācija	Организация по запрещению химического оружия
Hondurasas himna	Гимн Гондураса
Monēras	Дробянки
Zvaigžņu karte	Атлас звёздного неба
Zooplanktons	Зоопланктон
Valstu uzskaitījums pēc iedzīvotāju vidējā dzīves ilguma	Список стран по ожидаемой продолжительности жизни
NBA Attīstības līga	Лига развития НБА
Gelmīma	Гулимин
Errera	Эррера (провинция)
Mailija Stjuarta	Майли Стюарт
Āzijas mežastrazdi	Земляные дрозды
Tollensa reaģents	Реактив Толленса
Svilpji	Снегири
Desmitkājveidīgie	Десятирукие
Maurīcijas piekūns	Маврикийская пустельга
Saldus rajons	Салдусский район
Vieglatlētika 2012. gada Vasaras Olimpiskajās spēlēs — Sievietes, septiņcīņa	Лёгкая атлетика на летних Олимпийских играх 2012 — семиборье
Cianāti	Цианаты
Volejbols 2012. gada Vasaras Olimpiskajās spēlēs — Vīrieši	Волейбол на летних Олимпийских играх 2012 (мужчины)
Pokļuka	Поклюка
Latvijas Kauss futbolā	Кубок Латвии по футболу
Neredzamais (filma)	Невидимый (фильм, 2007)
Posti Group	Posti Group
Forza Motorsport 3	Forza Motorsport 3
2011.—2012. gada Pasaules kauss biatlonā	Кубок мира по биатлону 2011/2012
Areola	Ареола (анатомия)
Tukuma rajons	Тукумсский район
Valmieras rajons	Валмиерский район
Kuldīgas rajons	Кулдигский район
Talsu rajons	Талсинский район
Ogres rajons	Огрский район
Traķēnes zirgs	Тракененская лошадь
Jēkabpils rajons	Екабпилсский район
Liepājas rajons	Лиепайский район
Do (nots)	До (нота)
Purvmiršu dzimta	Восковницевые
Kritiskā domāšana	Критическое мышление
Krievijas Superlīga (hokejs)	Чемпионат России по хоккею с шайбой
Iridium 33 un Kosmos-2251 sadursme	Столкновение спутников Космос-2251 и Iridium 33
Pretgaisa aizsardzība	Противовоздушная оборона
Šonī	Шони (Оклахома)
Jauniņā	Новенькая (телесериал)
Portlandcements	Портландцемент
Hot n Cold	Hot n Cold
Meksikas grizli lācis	Мексиканский гризли
Staicele	Стайцеле
Mazsalaca	Мазсалаца
Lubāna	Лубана
Rozā pantera	Розовая пантера (фильм, 2006)
NBA sezonas labākais rezervists	Лучший шестой игрок НБА
Transakcija (informātika)	Обработка транзакций
Cekulsīļi	Разноцветные сойки
Čurjumova—Gerasimenko komēta	67P/Чурюмова — Герасименко
Nelegālā narkotiku tirdzniecība	Наркоторговля
Išēmiskā sirds slimība	Коронарная недостаточность
Austrumu reģions	Восточный регион (Камерун)
Piekrastes reģions	Прибрежный регион (Камерун)
Gvinejas-Bisavas prezidenti	Список президентов Гвинеи-Бисау
Preiļu rajons	Прейльский район
Bauskas rajons	Бауский район
Dobeles rajons	Добельский район
Valkas rajons	Валкский район
Cēsu rajons	Цесисский район
Gulbenes rajons	Гулбенский район
Pumpurošanās	Почкование
Neoplasticisms	Неопластицизм
Lietuvas premjerministrs	Премьер-министры Литвы
Parīzes vēsture	История Парижа
Gran Turismo 4	Gran Turismo 4
Millets	Миллет
Dispersija (statistika)	Вариация (статистика)
Taylor Swift (albums)	Taylor Swift (альбом)
Taimiras ezers	Таймыр (озеро)
Hūpene	Остров Надежды
Vudsu ezers	Лесное (озеро, Северная Америка)
Hūrnāvans	Хурнаван
NBA sezonas labākais spēlētājs aizsardzībā	Лучший оборонительный игрок НБА
Retroflekss nazāls līdzskanis	Ретрофлексный носовой согласный
Pielinens	Пиелинен
Krievijas hokeja izlase	Сборная России по хоккею с шайбой
Gambijas prezidenti	Список глав государства Гамбии
Skitija	Скифия
Luisa Leina	Лоис Лейн
Nacionālā Svētās Sirds bazilika	Базилика Сакре-Кёр (Брюссель)
Planētu apdzīvojamība	Жизнепригодность планеты
Drip Drop	Drip Drop
Septiņi jaunie dabas brīnumi	Семь новых чудес природы
Nāglfars	Нагльфар
Kamargas zirgs	Камаргу (лошадь)
Wild Dances	Wild Dances (песня)
Sojuz TMA-16	Союз ТМА-16
Half Hour of Power	Half Hour of Power
142857 (skaitlis)	142 857 (число)
Glitter	Glitter (альбом)
Mark IV	Mark IV
Valdemārpils	Валдемарпилс
Ford Galaxy	Ford Galaxy
Daniils Turkovs	Турков, Даниил
Hriņova	Гринёва (город)
Strāžske	Стражске
Moldava pie Bodvas	Молдава-над-Бодвоу
Starptautiskā fonētiskā asociācija	Международная фонетическая ассоциация
Amerikāņi (nācija)	Американцы США
Iekļautās procedūras	Хранимая процедура
Paulīniešu ordenis	Паулины
Krievu—turku karš (1710—1711)	Русско-турецкая война (1710—1713)
Jelšava	Елшава
Gleipnirs	Глейпнир
Izvēlne	Меню (информатика)
Menisks (anatomija)	Мениск (анатомия)
Tiltiņš (kuģis)	Мостик (морской термин)
Latvija Bērnu Eirovīzijas dziesmu konkursā	Латвия на детском конкурсе песни Евровидение
OpenSSH	OpenSSH
Lipani	Липаны
Team Katusha	Катюша (велокоманда)
Revūca	Ревуца (город)
Mutter (singls)	Mutter (песня)
Sečovce	Сечовце
Trstena	Трстена
Filla	Фулла
Kanādas hokeja līga	Канадская хоккейная лига
