Africa	Африка
Universitas Sancti Ludovici	Сент-Луисский университет
Condominium (ius)	Кондоминиум (международное право)
Mendum typographicum	Опечатка
Gregorius Kotowski	Котовский, Григорий Иванович
Ioannes Panfilov	Панфилов, Иван Васильевич
Robertus Urdaneta Arbeláez	Урданета Арбелаэс, Роберто
Pons Cestius	Мост Честио
708 a.C.n.	708 год до н. э.
Alanus Smithee	Алан Смити
Mauritius Boitel	Буатель, Морис
Parantechinus apicalis	Крапчатая сумчатая мышь
Dioecesis Barreriensis	Епархия Баррейраса
Robinson Jeffers	Джефферс, Робинсон
Polybolum	Полибол
Cahagnes	Каань
Maroilles	Марой (сыр)
Alexander Papanastasiu	Папанастасиу, Александрос
Caput Frigidum	Кабу-Фриу
Orchomenus	Орхомен
Georgius Zographus	Христакис-Зографос, Георгиос
Evangelium Evae	Евангелие от Евы
Serra-di-Fiumorbo	Серра-ди-Фьюморбо
Bloc Québécois	Квебекский блок
Lucius Cossonius Eggius Marullus	Луций Коссоний Эггий Марулл
Rodericus Barros	Барруш, Руй
Kėdainiai	Кедайняй
Gaius Pomponius Camerinus	Гай Помпоний Камерин
Isaac Johnson	Джонсон, Айзек
Wallabia bicolor	Болотный валлаби
Carolus Pisacane	Пизакане, Карло
Viens	Вьян (Воклюз)
Sergius Romano	Романо, Серджо
Montmaur (Alpes Superiores)	Монмор (Верхние Альпы)
Les Houches	Лез-Уш
Diva (pellicula)	Дива (фильм)
Emericus Hollai	Холлаи, Имре
Ivanhoe (1952 pellicula)	Айвенго (фильм, 1952)
Vienne-en-Bessin	Вьен-ан-Бессен
Elanchove	Эланчове
Index Imperatorum Trapezuntinorum	Список императоров Трапезунда
Denneville	Деннвиль
Vas deferens	Семявыносящий проток
Merope (Atlantis)	Меропа (плеяда)
Ferrivia Subterranea Mediolanensis	Миланский метрополитен
Kaarina	Каарина
Bazauges	Базож
Sallentum	Салентина
Saonnet	Санне (Франция)
Systema aequationum	Система уравнений
Noidan	Нуадан
Aspectus (astrologia)	Аспект (астрология)
Stellae Aurigae	Список звёзд созвездия Возничего
Fauces Villae Albae	Кольядо-Вильяльба
Codex Iustinianus	Кодекс Юстиниана
Aloysius Sturzo	Стурцо, Луиджи
Garigny	Гариньи
Meslin	Мелен (Кот-д’Армор)
Horsfieldia palauensis	Horsfieldia palauensis
Saint-Victor-en-Marche	Сен-Виктор-ан-Марш
Renneval	Ренваль
Roncq	Ронк
Res Publica Pontica	Понт (республика)
Cleopatra	Клеопатра (значения)
Bonnemaison	Бонмезон
Ferdinandus Assuris filius (comes Castellae)	Фернандо Ансурес (граф Кастилии)
L'Isle-Jourdain (Aegirtius)	Л’Иль-Журден (Жер)
Acy-Romance	Аси-Романс
Saint-Martin-Don	Сен-Мартен-Дон
Stellae Arietis	Список звёзд созвездия Овна
Saint-Julien-le-Pèlerin	Сен-Жюльен-ле-Пелерен
Canonici Regulares Sancti Augustini Fratrum a Vita Communi	Братство общей жизни
Murex ferreus	Чеснок (противоконное заграждение)
Andreas Chadanovič	Хаданович, Андрей Валерьевич
Eliakim Hastings Moore	Мур, Элиаким Гастингс
Petrus Ligorius	Лигорио, Пирро
OK Go	OK Go
Baziège	Базьеж
Lussan (Aegirtius)	Люсан (Жер)
Congregatio pro Clericis	Конгрегация по делам духовенства
Stellae Horologii	Список звёзд созвездия Часов
Villers-Hélon	Виллер-Элон
Umbro	Омброне (река)
Saint-Hilaire-du-Harcouët	Сен-Илер-дю-Аркуё
Gnaeus Pedius Cascus	Гней Педий Каск
Avesnes-les-Aubert	Авен-лез-Обер
Polyphagidae	Тараканы-черепашки
Correllum (Litora ad Mare)	Корель (Кот-д’Армор)
Maria Iosephus Chénier	Шенье, Мари-Жозеф
Victus	Основные продукты питания
Faulhaber	Фаульхабер
Rivedoux-Plage	Ривду-Плаж
Daniel de St. Thomas Jenifer	Дженифер, Дэниэл
Remigius Morales Bermúdez	Моралес Бермудес, Ремихио
Ioannes Dutourd	Дютур, Жан
Universitas Coloratensis apud Boulder	Колорадский университет в Боулдере
Reges Legionis	Список правителей Леона
Respublica Saenae	Сиенская республика
The Three Caballeros (pellicula 1945)	Три кабальеро
Wimbledon	Уимблдон
Propriano	Проприано
Tarrano	Таррано
Morpitium	Морпет
Iosephus Daniele	Даниэле, Пино
Venizel	Венизель
Papyrus Derbeniensis	Папирус из Дервени
Guess Who's Coming to Dinner	Угадай, кто придёт к обеду?
Loscouët-sur-Meu	Лоскуэт-сюр-Мё
Flokius Vilgerdae filius	Флоуки Вильгердарсон
Olympia (Manet)	Олимпия (картина Мане)
Stephanus Chrulёv	Хрулёв, Степан Александрович
Waka	Вака
Belfort-sur-Rebenty	Бельфор-сюр-Ребанти
Constantiana Daphne	Олтеница
Coemgenus Glendalochensis	Кевин Глендалохский
Squalus	Катраны
Sacellum Magorum	Капелла волхвов
Tithonus	Титон (мифология)
Albertinus Mussatus	Муссато, Альбертино
Cornelia (ferrivia metropolitana Romae)	Корнелиа (станция метро)
Carpanzanum	Карпанцано
741 a.C.n.	741 год до н. э.
Franciscus Brioschi	Бриоски, Франческо
Chaumont-en-Vexin	Шомон-ан-Вексен
Teguise	Тегисе
Vernois-sur-Mance	Вернуа-сюр-Манс
Ludovicus XIII	Людовик XIII
Thaddaeus Rydzyk	Рыдзык, Тадеуш
Lozzi	Лоцци
Quintus Fabius Barbarus Valerius Magnus Iulianus	Квинт Фабий Барбар Валерий Магн Юлиан
Guagno	Гваньо
Murmillo	Мурмиллон
Lentulus (cognomen)	Корнелии Лентулы
Carolus Romulo	Пенья Ромуло, Карлос
Posonium I	Братислава I (район)
Messapii	Мессапы
Petrus Paulus Vergerio (Iustinopolitanus)	Верджерио, Пьетро Паоло (Старший)
Anna Hébert	Эбер, Анна
Georgius Strehler	Стрелер, Джорджо
Tara	Тара
Universitas Teheranensis	Тегеранский университет
Atrophaneura	Atrophaneura
Marcus Mengoni	Менгони, Марко
Portmeirion	Портмейрион
Stelius Cazantzides	Казандзидис, Стелиос
Bellum Latinum	Латинские войны
Controversia de ara Victoriae	Алтарь Победы
Saint-Gouéno	Сен-Гуэно
Gulielmus Chillenden	Чилленден, Уильям
Arca (genus)	Арка (род)
Ecclesia Cathedralis Helsingiensis	Собор Святого Николая (Хельсинки)
Jackson Comitatus (Ohium)	Джексон (округ, Огайо)
Theodorus Prodromus	Феодор Продром
Provinciae Foederatae Fluvii Argentei	Соединённые провинции Южной Америки
The Green Hornet	Зелёный Шершень (фильм)
Ileus (morbus)	Кишечная непроходимость
Euryapsida	Синаптозавры
Saint-Laurent (Carus)	Сен-Лоран (Шер)
Basilica Sancti Laurentii extra muros	Сан-Лоренцо-фуори-ле-Мура
Universitas Singapurana	Национальный университет Сингапура
Universitas Miamiensis	Университет Майами
Antonius Jugov	Югов, Антон Танев
Ewoks: The Battle for Endor	Эвоки. Битва за Эндор
Rai 5	Rai 5
Citsus Tzauelas	Дзавелас, Кицос
The Day After	На следующий день
Marcus Zuerius Boxhornius	Ван Боксхорн, Маркус
2188 Orlenok	(2188) Орлёнок
Mons glacialis B-15	B-15
Quers	Кер (Верхняя Сона)
Aeronavis rigida	Жёсткий дирижабль
Eduardus Mieželaitis	Межелайтис, Эдуардас
Curtius Schuschnigg	Шушниг, Курт
Cros-de-Ronesque	Кро-де-Ронеск
Saint-Savin-sur-Gartempe	Сен-Савен (Вьенна)
Praegallia	Брегалья
Santa Lucía de Tirajana	Санта-Лусия-де-Тирахана
Fictilia Graeca	Вазопись Древней Греции
Primus minister Finniae	Премьер-министр Финляндии
Lindus	Линдос
Beautiful Creatures	Прекрасные создания
Galdames	Гальдамес
Marcus Eugenicus	Марк Эфесский
Glénic	Гленик
Dampierre-en-Crot	Дампьер-ан-Кро
5786 Talos	(5786) Талос
Laurentius Amoruso	Аморузо, Лоренцо
Maironis	Майронис
Tunicula flava	Жёлтая майка
Gothic III	Gothic 3
Lyrical Ballads	Лирические баллады
Iosephus D. Kucan	Кукан, Джозеф Дэвид
Iosephus Saracco	Саракко, Джузеппе
Nicaea (Turcia)	Никея
Candoia	Тихоокеанские удавы
Matthaeus Flecha	Матео Флеча Старший
Palaeosetidae	Palaeosetidae
Stellae Doradus	Список звёзд созвездия Золотой Рыбы
Basilius Solov'ëv-Sedoj	Соловьёв-Седой, Василий Павлович
Eduardus (comes Sabaudiae)	Эдуард I (граф Савойи)
Yeghishe Charents	Егише Чаренц
Tsuga	Тсуга
Papocinetum	Папамобиль
Colinaeum	Коллине
Pianotolli-Caldarello	Пьяноттоли-Кальдарелло
Vulpes pallida	Африканская лисица
Paulus Veyne	Вен, Поль
M&M's	M&M’s
Montjoie-en-Couserans	Монжуа-ан-Кузран
Pugieu	Пюжьё
Arreux	Аррё
Socialismus Christianus	Христианский социализм
Archidioecesis Brasiliopolitana	Архиепархия Бразилиа
Universitas Civica Pennsilvaniensis	Университет штата Пенсильвания
Expeditio Terrestris	Оверлендская кампания
Blank verse	Белый стих
Ludi Saeculares	Терентинские игры
Vassogne	Вассонь
Cythnos	Китнос
Contrevoz	Контрево
2031 BAM	(2031) БАМ
Trégrom	Трегром
Leonidas Sobolev	Соболев, Леонид Николаевич
Arva (flumen Normanniae)	Авр (приток Эра)
Savallà del Comtat	Савалья-дель-Комтат
Alfredus Ernout	Эрну, Альфред
Historia Brittonum	История бриттов
Feuges	Фёж
Bethmale	Бетмаль (коммуна)
Nea Mone	Неа Мони
Oracula Sibyllina	Оракулы Сивилл
2574 Ladoga	(2574) Ладога
Husbands and Wives	Мужья и жёны
Mussy-sur-Seine	Мюсси-сюр-Сен
Södermalm	Сёдермальм
Petrushka	Петрушка (балет)
Lycaena phlaeas	Червонец пятнистый
Fanum Sancti Ioannis in Lucento	Сан-Хуан-де-Аликанте
Iacobus Prinsep	Принсеп, Джеймс
Quintus Pomponius Rufus	Квинт Помпоний Руф
Tusson	Тюссон
Pressiat	Пресья
UNICEF	ЮНИСЕФ
Lodda	Лод (коммуна)
Musculus sartorius	Портняжная мышца
Ioannes Kitzhaber	Кицхабер, Джон Альберт
Linea nivalis	Снеговая линия
Legatus Pontificius	Папский легат
Gaius Vettius Gratus	Грат (консул 280 года)
Titus Claudius Marcus Aurelius Aristobulus	Тит Клавдий Марк Аврелий Аристобул
Pinacotheca	Пинакотека
Alphonsus Massamba-Débat	Массамба-Деба, Альфонс
Firfol	Фирфоль
Provincia Spaniae	Византийская Испания
Matton-et-Clémency	Маттон-э-Клеманси
Barbeville	Барбевиль
Virus	Вирус (значения)
Temenos	Теменос
Randy Schekman	Шекман, Рэнди
Circo Massimo (ferrivia metropolitana Romae)	Чирко-Массимо (станция метро)
Pyramis stratificata	Слоёная пирамида
Iosephus Poelaert	Пуларт, Жозеф
Pax Prima Lutetiae	Парижский мирный договор (1814)
Grainville-Langannerie	Гренвиль-Ланганри
Tréogan	Треоган
Stratford (Canada)	Стратфорд (Онтарио)
Patriarchatus Venetiarum	Патриархат Венеции
Cursus classicus Sancti Sebastiani	Классика Сан-Себастьяна
Ma'lula	Маалула
Bartholomaeus Ramenghi	Бартоломео Раменги
Chancey	Шансе (Верхняя Сона)
Rhizophoraceae	Ризофоровые
Codex Canonum Ecclesiarum Orientalium	Кодекс канонов Восточных церквей
The Ants	The Ants
Fulnek	Фульнек
Corradus Giaquinto	Джаквинто, Коррадо
Nicolaus Tolentinus de Almeida	Алмейда, Николау Толентину де
Zerene	Zerene
Moulis (Arigia)	Мули (коммуна)
Choisy-au-Bac	Шуази-о-Бак
